"featureid","totalObs","meanMaxTemp","maxMaxTemp","meanDays.18","meanDays.20","meanDays.22","yearsMaxTemp.18","freqMax.18","yearsMaxTemp.20","freqMax.20","yearsMaxTemp.22","freqMax.22","meanResist","meanRMSE","flag"
750647,0,24.3217785937978,25.695418480559,103,71,31,34,1,34,1,34,1,255.326570171773,NA,NA
750648,0,27.6977711271492,29.1215245864747,145,120,95,34,1,34,1,34,1,542.559915668263,NA,NA
750649,0,26.6870776666702,28.0652197398666,134,108,80,34,1,34,1,34,1,452.094433141611,NA,NA
750651,0,21.605377058967,22.9438961943789,54,14,3,34,1,34,1,9,0.264705882352941,214.608222773016,NA,NA
750652,0,20.7410180388717,22.1743703741095,35,5,1,34,1,27,0.794117647058823,1,0.0294117647058824,171.611946458157,NA,NA
750653,0,20.8437429615078,22.1159229545363,40,6,1,34,1,30,0.882352941176471,2,0.0588235294117647,130.897931551196,NA,NA
750654,0,22.2039802037623,23.5185676168281,69,27,4,34,1,34,1,22,0.647058823529412,159.091057420617,NA,NA
750655,0,21.7729438771146,23.1966194417855,62,20,2,34,1,33,0.970588235294118,14,0.411764705882353,123.507343474328,NA,NA
750656,0,19.4311392557592,20.6569722728239,12,2,0,34,1,9,0.264705882352941,0,0,139.943386328716,NA,NA
750659,0,222.134409610491,223.388227814878,222,222,222,34,1,34,1,34,1,18592.3414822085,NA,NA
750660,0,28.3888614555129,29.5370798366059,150,128,102,34,1,34,1,34,1,739.871608978021,NA,NA
750661,0,21.421855510015,23.4565012514409,59,13,2,34,1,33,0.970588235294118,10,0.294117647058824,118.211197462751,NA,NA
750662,0,1258.55319418527,1259.72276118696,222,222,222,34,1,34,1,34,1,113870.117286001,NA,NA
750663,0,20.1097810503723,21.4955380157442,27,4,0,34,1,20,0.588235294117647,0,0,144.57735221866,NA,NA
750664,0,20.8391740428986,22.0733277076722,36,6,1,34,1,29,0.852941176470588,1,0.0294117647058824,147.801408828649,NA,NA
750665,0,25.7032682652617,26.9558085572604,118,94,58,34,1,34,1,34,1,494.444319086602,NA,NA
750666,0,21.1946864934458,22.5430522894754,48,11,1,34,1,31,0.911764705882353,5,0.147058823529412,131.200691881378,NA,NA
750667,0,20.8369914116829,22.3044041515779,35,5,1,34,1,29,0.852941176470588,3,0.0882352941176471,172.298797428055,NA,NA
750668,0,34.2105469633123,36.1609279320194,204,188,171,34,1,34,1,34,1,1229.62225425165,NA,NA
750669,0,24.8050428047617,26.7875351553682,112,83,44,34,1,34,1,34,1,366.810231782273,NA,NA
750670,0,21.4964408648202,23.6118651218897,62,14,2,34,1,33,0.970588235294118,10,0.294117647058824,119.830049692697,NA,NA
750672,0,32.5960439623907,34.1105681680567,192,176,154,34,1,34,1,34,1,1024.24473376613,NA,NA
750673,0,22.9936042953558,24.4587753408479,86,47,9,34,1,34,1,31,0.911764705882353,153.519935036659,NA,NA
750674,0,40.4503669353563,42.2474714856155,222,220,212,34,1,34,1,34,1,1724.68159336591,NA,NA
750675,0,21.2411368179453,22.5551155942911,50,11,1,34,1,32,0.941176470588235,7,0.205882352941176,141.193395505518,NA,NA
750676,0,221.9711541568,223.241810125075,222,222,222,34,1,34,1,34,1,18557.0013330397,NA,NA
750677,0,20.394254073343,21.7121738960807,30,5,0,34,1,23,0.676470588235294,0,0,140.342004652832,NA,NA
750678,0,24.0824747885206,25.4521583025686,98,65,22,34,1,34,1,34,1,347.761868474931,NA,NA
750679,0,25.5755875214609,26.93732440437,118,94,58,34,1,34,1,34,1,358.353547478775,NA,NA
750680,0,42.4383619026113,44.1994351633406,222,222,220,34,1,34,1,34,1,1905.26793204479,NA,NA
750681,0,24.4412054378776,26.5062368445334,107,79,38,34,1,34,1,34,1,369.024016178846,NA,NA
750683,0,20.5832712439665,22.0913180244713,38,6,1,34,1,27,0.794117647058823,1,0.0294117647058824,138.608705454611,NA,NA
750684,0,25.7077152310329,27.0227685697548,121,97,62,34,1,34,1,34,1,359.455636394953,NA,NA
750685,0,22.4602518862588,23.8725739700872,76,34,4,34,1,34,1,26,0.764705882352941,133.874533053703,NA,NA
750686,0,24.3942869990285,26.2524866308618,100,73,32,34,1,34,1,34,1,278.711540966714,NA,NA
750687,738,34.0694101200603,35.3796575662538,796,728,649,34,1,34,1,34,1,4498.95075939659,8.6126392662019,""
750688,0,21.363105393052,23.1339428470402,60,14,2,34,1,33,0.970588235294118,8,0.235294117647059,115.084267467043,NA,NA
750689,0,22.6144583276971,24.5108078158454,78,38,8,34,1,34,1,25,0.735294117647059,152.742633278848,NA,NA
750690,0,19.4591435409862,20.5290335596074,14,2,0,34,1,8,0.235294117647059,0,0,143.698918922306,NA,NA
750691,0,22.3540960487923,23.6848810948581,72,31,3,34,1,34,1,26,0.764705882352941,222.88062978763,NA,NA
750692,0,22.1380851144598,23.2660381515373,68,24,4,34,1,34,1,19,0.558823529411765,211.260083737302,NA,NA
750693,0,21.1374981577591,22.5817179039322,43,9,1,34,1,30,0.882352941176471,6,0.176470588235294,215.043109894764,NA,NA
750694,0,20.5574472674248,21.9318757162762,31,4,0,34,1,25,0.735294117647059,0,0,170.105432158605,NA,NA
750695,0,21.2339343524431,22.5687093619936,46,9,1,34,1,32,0.941176470588235,6,0.176470588235294,148.233734663148,NA,NA
750696,0,22.7523443701418,24.1314922864023,77,34,5,34,1,34,1,29,0.852941176470588,242.461089135415,NA,NA
750697,0,20.720891958643,22.0657040399741,38,6,1,34,1,28,0.823529411764706,1,0.0294117647058824,127.839866004586,NA,NA
750698,0,23.7758519426754,25.1645365375814,96,61,20,34,1,34,1,33,0.970588235294118,215.925105832807,NA,NA
750699,0,23.725764568338,25.1182279708246,96,59,19,34,1,34,1,33,0.970588235294118,240.68698281475,NA,NA
750700,0,20.6791962871689,22.104299365705,38,5,1,34,1,28,0.823529411764706,1,0.0294117647058824,135.508032167731,NA,NA
750701,0,21.6464222479621,23.5674888967439,62,16,2,34,1,34,1,12,0.352941176470588,106.535052297786,NA,NA
750703,0,19.5112230424661,20.8658599526719,14,3,0,34,1,9,0.264705882352941,0,0,154.104375651492,NA,NA
750704,0,20.2868956947706,21.5152511086952,28,4,0,34,1,23,0.676470588235294,0,0,138.281942678459,NA,NA
750705,0,22.0252488504181,23.3009671657041,66,22,3,34,1,34,1,18,0.529411764705882,149.592569122677,NA,NA
750706,0,20.7049214475037,22.003871209608,38,6,1,34,1,28,0.823529411764706,1,0.0294117647058824,129.156148670295,NA,NA
750707,0,25.5574223059172,26.9349146494803,118,94,58,34,1,34,1,34,1,362.342613428412,NA,NA
750708,406,51.5747615152803,53.4538448445473,222,222,222,34,1,34,1,34,1,2708.8207746437,3.74150869676679,""
750709,0,33.416110827937,35.2640730616201,194,180,158,34,1,34,1,34,1,1107.2652429067,NA,NA
750710,0,29.2847843104463,31.2655012917025,158,138,114,34,1,34,1,34,1,748.739633764549,NA,NA
750711,0,22.0269991233403,24.1098266399228,72,26,3,34,1,34,1,18,0.529411764705882,157.318496280579,NA,NA
750712,0,20.2921400745704,21.4357245812538,32,5,0,34,1,22,0.647058823529412,0,0,152.063370465528,NA,NA
750713,0,25.6004260373261,27.0020301310087,118,95,58,34,1,34,1,34,1,481.328297426648,NA,NA
750714,0,38.175713419981,39.3688228086417,221,212,203,34,1,34,1,34,1,1625.97717391385,NA,NA
750715,0,25.030192600315,26.3188910506484,110,84,42,34,1,34,1,34,1,433.280986633573,NA,NA
750717,0,20.7989284726887,22.2405008495556,36,6,1,34,1,28,0.823529411764706,3,0.0882352941176471,206.026302588772,NA,NA
750718,0,20.1757874387922,21.7256543148411,23,4,0,34,1,20,0.588235294117647,0,0,201.797698901504,NA,NA
750719,0,20.9824943210482,22.4188850959951,41,7,1,34,1,29,0.852941176470588,5,0.147058823529412,166.464227686216,NA,NA
750720,0,33.7353040412404,34.9153696964808,200,184,165,34,1,34,1,34,1,1271.54394566676,NA,NA
750721,0,34.0005385054113,35.1257381778365,202,186,168,34,1,34,1,34,1,1295.50289014869,NA,NA
750722,0,21.1610531521058,22.4964675385121,50,11,2,34,1,32,0.941176470588235,4,0.117647058823529,129.748317142267,NA,NA
750725,0,19.4733506409338,20.7154959689633,13,2,0,34,1,9,0.264705882352941,0,0,137.540239577111,NA,NA
750726,0,20.7202850079255,21.9923650346997,36,5,0,34,1,27,0.794117647058823,0,0,175.740140008668,NA,NA
750727,0,20.1436858499473,21.5912490771089,22,5,0,34,1,19,0.558823529411765,0,0,172.286349979316,NA,NA
750728,0,22.5098260003159,23.8282539328533,72,31,5,34,1,34,1,25,0.735294117647059,226.204891876752,NA,NA
750729,0,21.0367389378275,22.2895805510242,44,8,1,34,1,30,0.882352941176471,5,0.147058823529412,134.841373036672,NA,NA
750730,0,20.8114288674275,22.1359214994367,40,6,1,34,1,30,0.882352941176471,1,0.0294117647058824,130.251899163203,NA,NA
750731,0,22.138861076994,23.4128842802778,68,26,4,34,1,34,1,21,0.617647058823529,153.283949062062,NA,NA
750732,0,21.4868774632332,23.1843672725978,53,14,2,34,1,33,0.970588235294118,9,0.264705882352941,105.584237960457,NA,NA
750733,0,24.6114369966823,26.3733861860436,103,75,34,34,1,34,1,34,1,286.920260082487,NA,NA
750734,0,21.0976493278684,23.1621357833139,53,10,2,34,1,31,0.911764705882353,2,0.0588235294117647,104.161792096066,NA,NA
750735,0,23.4603205370751,25.5791693064396,94,61,14,34,1,34,1,33,0.970588235294118,286.883500425118,NA,NA
750736,0,19.3522417452495,20.6276921494081,13,2,0,34,1,8,0.235294117647059,0,0,146.130975412721,NA,NA
750737,0,23.7267367225272,25.0922590025812,96,59,16,34,1,34,1,34,1,332.827326870471,NA,NA
750738,0,20.9020754402647,22.5532375698402,41,6,1,34,1,31,0.911764705882353,3,0.0882352941176471,113.467959983938,NA,NA
750739,0,21.9186553616135,23.967035968068,69,22,2,34,1,34,1,17,0.5,148.881707613787,NA,NA
750741,0,25.5960058937653,26.9933874451339,120,96,60,34,1,34,1,34,1,469.442749430051,NA,NA
750742,0,22.786754163007,24.6805280251634,81,40,7,34,1,34,1,29,0.852941176470588,159.392183254445,NA,NA
750745,0,19.3349487118581,20.7118575351847,10,2,0,32,0.941176470588235,6,0.176470588235294,0,0,149.975923657389,NA,NA
750746,0,21.2497977921318,22.4704403833466,47,10,1,34,1,32,0.941176470588235,6,0.176470588235294,160.529502969474,NA,NA
750747,0,23.8893256356589,25.2711270582307,95,58,18,34,1,34,1,34,1,335.0521197629,NA,NA
750748,0,21.3839086225048,22.7365713889891,52,12,2,34,1,32,0.941176470588235,7,0.205882352941176,129.377853793448,NA,NA
750749,0,33.3270689833251,34.6417008644797,196,181,160,34,1,34,1,34,1,1071.02644423805,NA,NA
750751,0,21.1015961320426,22.5098130715142,42,8,1,34,1,32,0.941176470588235,6,0.176470588235294,194.667227424112,NA,NA
750752,0,21.9614087443184,23.3647733268413,62,20,3,34,1,34,1,17,0.5,231.497109018636,NA,NA
750753,0,27.1672871862566,28.7587277771035,141,117,88,34,1,34,1,34,1,506.292768086244,NA,NA
750754,0,22.5575293567617,24.1690956449012,80,37,6,34,1,34,1,26,0.764705882352941,144.470526528369,NA,NA
750755,46,23.5189969165496,25.2959120588178,338,191,42,34,1,34,1,33,0.970588235294118,776.80393898786,0.710280915385281,""
750756,0,27.6863137982661,29.3170472984374,147,124,98,34,1,34,1,34,1,565.62846908706,NA,NA
750757,0,21.7164703162076,23.4651839864145,59,16,3,34,1,34,1,13,0.382352941176471,106.393600919397,NA,NA
750758,0,44.2785861488721,45.992228440344,222,222,222,34,1,34,1,34,1,2080.02656113215,NA,NA
750763,0,23.5804061364991,24.8370817792704,94,54,14,34,1,34,1,33,0.970588235294118,314.039312334828,NA,NA
750764,0,1258.60467237715,1259.68910185348,222,222,222,34,1,34,1,34,1,113880.526491983,NA,NA
750765,0,20.7071323647967,22.0978445101254,34,4,1,34,1,28,0.823529411764706,1,0.0294117647058824,141.538662826137,NA,NA
750766,0,22.4466168761942,23.6864504441182,72,30,4,34,1,34,1,26,0.764705882352941,230.415907145674,NA,NA
750767,0,3648.13236983997,3649.31387919069,222,222,222,34,1,34,1,34,1,333718.483646598,NA,NA
750768,0,39.4661686204348,40.7425219635056,222,218,210,34,1,34,1,34,1,1738.71043870819,NA,NA
750769,0,21.0665333931784,22.6540242435357,50,11,2,34,1,32,0.941176470588235,3,0.0882352941176471,120.791200850464,NA,NA
750770,0,20.7288841037561,22.2121947776537,44,8,1,34,1,27,0.794117647058823,2,0.0588235294117647,125.684828860168,NA,NA
750771,0,21.7027385765108,23.4808853337294,58,15,3,34,1,34,1,13,0.382352941176471,105.231799858587,NA,NA
750772,0,21.5120688512576,23.3644861542911,56,13,2,34,1,34,1,10,0.294117647058824,105.594648348801,NA,NA
750773,0,22.1492376242715,24.023430373694,70,24,5,34,1,34,1,19,0.558823529411765,124.685099802839,NA,NA
750774,0,22.0471856898581,24.0849686435257,72,24,3,34,1,34,1,18,0.529411764705882,141.471059440673,NA,NA
750775,0,34.0616679514723,35.3147947274644,204,188,169,34,1,34,1,34,1,1362.24418727643,NA,NA
750776,0,20.4795912067212,21.7425387465084,35,4,0,34,1,26,0.764705882352941,0,0,165.066490902889,NA,NA
750777,0,56.6288268867147,58.0524304621554,222,222,222,34,1,34,1,34,1,3199.88299723928,NA,NA
750778,0,27.5039906419205,28.9512550492168,144,119,94,34,1,34,1,34,1,522.747184992857,NA,NA
750779,0,19.3005883806528,20.6689485462522,10,1,0,32,0.941176470588235,6,0.176470588235294,0,0,150.240194453874,NA,NA
750780,0,22.7230978028581,24.1251286300662,82,40,8,34,1,34,1,28,0.823529411764706,146.297686239902,NA,NA
750781,0,50.6610968448962,52.2372151644309,222,222,222,34,1,34,1,34,1,2651.76652307434,NA,NA
750782,0,25.7003461437404,27.2968455784187,122,97,64,34,1,34,1,34,1,364.174004164744,NA,NA
750783,0,21.4514139309462,22.7516480119883,54,13,2,34,1,33,0.970588235294118,7,0.205882352941176,154.952276706571,NA,NA
750784,0,23.2929443457728,24.7445423237717,89,52,12,34,1,34,1,32,0.941176470588235,185.051555397123,NA,NA
750785,0,28.1409273355762,29.981415311977,145,124,100,34,1,34,1,34,1,620.232082720819,NA,NA
750786,0,24.0168669072245,25.8985094305055,97,68,20,34,1,34,1,34,1,251.991586437932,NA,NA
750787,0,28.1951029890466,29.5162967150936,150,127,102,34,1,34,1,34,1,730.752609042333,NA,NA
750788,0,221.838991471383,223.143112199765,222,222,222,34,1,34,1,34,1,18550.4223777743,NA,NA
750789,0,28.7548175697965,30.065697111123,152,132,107,34,1,34,1,34,1,772.532355986075,NA,NA
750790,0,23.7762541924402,25.6433385422854,94,62,18,34,1,34,1,34,1,228.333635635699,NA,NA
750791,0,23.0430971529007,24.8364926877705,84,45,7,34,1,34,1,31,0.911764705882353,171.728875623228,NA,NA
750792,0,30.6800430500441,32.0010060006912,175,152,133,34,1,34,1,34,1,943.191036469568,NA,NA
750793,0,21.8742193074026,23.7875834092815,65,19,2,34,1,34,1,17,0.5,113.030733731346,NA,NA
750794,0,23.6725797712648,25.605344812988,94,60,16,34,1,34,1,34,1,228.515094565248,NA,NA
750795,0,20.8293184059144,22.2647530006804,40,6,1,34,1,28,0.823529411764706,3,0.0882352941176471,172.485144517776,NA,NA
750796,0,20.2647951651451,21.6628583237165,30,4,0,34,1,22,0.647058823529412,0,0,152.168904178335,NA,NA
750797,0,51.6410247158281,53.1012189219124,222,222,222,34,1,34,1,34,1,2739.56692868305,NA,NA
750800,0,20.479226734354,21.7177734585634,33,5,0,34,1,23,0.676470588235294,0,0,157.985501256921,NA,NA
750801,0,21.0509270194204,22.322692583664,46,9,1,34,1,31,0.911764705882353,4,0.117647058823529,133.355024558142,NA,NA
750802,0,51.2936805675198,52.7335175423908,222,222,222,34,1,34,1,34,1,2713.19238831212,NA,NA
750804,0,29.88229333575,31.148065609575,166,145,120,34,1,34,1,34,1,858.792850963914,NA,NA
750805,0,20.7539797419157,22.0729352481483,39,5,1,34,1,30,0.882352941176471,1,0.0294117647058824,131.53684911339,NA,NA
750806,0,20.851971832409,22.2585869792794,40,7,1,34,1,29,0.852941176470588,2,0.0588235294117647,127.069286260664,NA,NA
750807,0,20.9648127376195,22.5297810904911,48,8,1,34,1,31,0.911764705882353,3,0.0882352941176471,122.676247307472,NA,NA
750809,0,22.0808446456705,23.4387174207222,68,24,4,34,1,34,1,18,0.529411764705882,157.780272170593,NA,NA
750811,0,19.6408157684194,21.0105623823379,16,2,0,34,1,11,0.323529411764706,0,0,161.328674685373,NA,NA
750812,0,25.4538866060251,26.5982412049233,117,93,54,34,1,34,1,34,1,464.778906756232,NA,NA
750813,0,20.4823712785651,21.7142494225974,34,4,0,34,1,26,0.764705882352941,0,0,138.016499799108,NA,NA
750814,0,20.6296664775863,22.0199866122996,36,6,1,34,1,26,0.764705882352941,1,0.0294117647058824,131.195458410059,NA,NA
750815,0,23.6712487548185,25.0942194275616,94,60,18,34,1,34,1,33,0.970588235294118,216.833585698374,NA,NA
750816,0,21.394887675687,23.4300416756474,58,13,2,34,1,33,0.970588235294118,10,0.294117647058824,116.361645564878,NA,NA
750818,0,20.1505370981701,21.6509761466702,26,4,0,34,1,20,0.588235294117647,0,0,179.660070135589,NA,NA
750819,0,20.8756160484599,22.1004957418022,41,7,1,34,1,30,0.882352941176471,1,0.0294117647058824,132.203883314557,NA,NA
750820,0,20.2554032800875,21.7912579400391,26,4,0,34,1,22,0.647058823529412,0,0,164.30100546915,NA,NA
750821,0,20.5873465471533,21.9682805865436,32,5,0,34,1,25,0.735294117647059,0,0,165.277157660448,NA,NA
750822,0,20.6070157594002,22.0431072890062,34,4,1,34,1,26,0.764705882352941,1,0.0294117647058824,149.624489758932,NA,NA
750823,0,20.6361595235248,22.4092753909739,35,8,1,34,1,26,0.764705882352941,2,0.0588235294117647,120.287636459503,NA,NA
750824,0,23.3500660491988,25.1359713758129,88,52,12,34,1,34,1,32,0.941176470588235,188.23628583687,NA,NA
750826,0,23.3347115028184,24.500960000994,92,53,12,34,1,34,1,33,0.970588235294118,378.781662758277,NA,NA
750827,0,20.5781107698228,21.8326968097247,34,4,0,34,1,26,0.764705882352941,0,0,153.048267585532,NA,NA
750828,0,20.7359674861735,21.923024439431,38,5,0,34,1,28,0.823529411764706,0,0,137.621257121743,NA,NA
750829,0,20.1124827592794,21.2807605768686,23,4,0,34,1,19,0.558823529411765,0,0,134.249377425713,NA,NA
750830,0,20.5232509805137,21.7522443375897,33,4,0,34,1,26,0.764705882352941,0,0,135.746793632097,NA,NA
750831,0,20.9276902088219,22.2328214534791,42,7,1,34,1,30,0.882352941176471,3,0.0882352941176471,130.0560086,NA,NA
750832,0,26.2684110550815,27.6695296034988,129,102,72,34,1,34,1,34,1,407.59467132183,NA,NA
750833,0,25.6974174751783,27.2041076446105,120,96,61,34,1,34,1,34,1,356.062564447673,NA,NA
750834,0,20.7745084074733,22.2663814350511,43,8,1,34,1,28,0.823529411764706,2,0.0588235294117647,125.948916282528,NA,NA
750835,0,23.0547105614016,24.8988628607764,82,47,8,34,1,34,1,31,0.911764705882353,177.535644105132,NA,NA
750836,0,22.5540936225181,24.3879905866907,76,36,8,34,1,34,1,23,0.676470588235294,143.247997872521,NA,NA
750837,0,19.3715914724826,20.4503693716034,12,1,0,34,1,8,0.235294117647059,0,0,144.460376680309,NA,NA
750838,0,20.5737556692802,22.0036548394929,36,4,1,34,1,26,0.764705882352941,1,0.0294117647058824,134.026168104289,NA,NA
750839,0,20.8829662649561,22.2032673790186,42,6,1,34,1,30,0.882352941176471,1,0.0294117647058824,131.585850439257,NA,NA
750840,0,21.1794197533943,22.528765135582,48,11,2,34,1,31,0.911764705882353,4,0.117647058823529,128.793096926088,NA,NA
750841,0,34.5792764030899,35.8409041898387,205,191,172,34,1,34,1,34,1,1426.4346306683,NA,NA
750842,0,21.1764826502101,22.4709984604916,46,9,1,34,1,31,0.911764705882353,6,0.176470588235294,154.834539328035,NA,NA
750843,0,22.174589651004,24.0139943163552,72,26,4,34,1,34,1,18,0.529411764705882,127.460208851856,NA,NA
750844,0,21.3771643288549,23.4017392554023,57,12,2,34,1,33,0.970588235294118,8,0.235294117647059,115.105840566552,NA,NA
750845,0,44.6668442047092,46.4953068524385,222,222,222,34,1,34,1,34,1,2114.46099893407,NA,NA
750846,0,30.1928630025199,32.2080628785037,170,148,127,34,1,34,1,34,1,841.847823720334,NA,NA
750847,0,20.9587551365689,22.9233383195187,45,8,2,34,1,30,0.882352941176471,2,0.0588235294117647,97.6655280704607,NA,NA
750848,0,23.3920366030474,24.9314149889933,94,56,15,34,1,34,1,32,0.941176470588235,200.908599900405,NA,NA
750849,0,34.8129862893504,35.9477237779923,209,195,179,34,1,34,1,34,1,1385.41272011335,NA,NA
750850,0,34.8307218893759,36.0172484152584,208,194,177,34,1,34,1,34,1,1406.83567112761,NA,NA
750851,0,19.9836465390407,21.1456835407485,22,4,0,34,1,16,0.470588235294118,0,0,137.156447012981,NA,NA
750852,0,214.20462441121,215.492996715024,222,222,222,34,1,34,1,34,1,17846.9601579471,NA,NA
750853,0,21.9142474779571,23.2058328843893,64,20,2,34,1,34,1,18,0.529411764705882,149.006059320861,NA,NA
750854,0,21.3058521515136,23.3223607456418,54,10,1,34,1,33,0.970588235294118,8,0.235294117647059,103.135052369511,NA,NA
750855,0,21.3092865890565,22.7316915996055,52,12,2,34,1,32,0.941176470588235,6,0.176470588235294,127.937735164624,NA,NA
750856,0,21.1984676202138,22.6797073983853,52,12,2,34,1,32,0.941176470588235,4,0.117647058823529,131.466296980348,NA,NA
750857,0,20.8290576280669,22.3043005405607,37,6,1,34,1,28,0.823529411764706,2,0.0588235294117647,170.140372326374,NA,NA
750858,0,20.3313697802993,21.6539595566083,30,3,0,34,1,23,0.676470588235294,0,0,132.689096646298,NA,NA
750859,0,103.176070470129,104.818052535299,222,222,222,34,1,34,1,34,1,7501.74288957567,NA,NA
750860,0,21.9060071511772,23.6455126030952,61,18,4,34,1,34,1,15,0.441176470588235,105.156370278059,NA,NA
750861,0,24.7685986439287,26.760067753904,108,80,40,34,1,34,1,34,1,333.322982997233,NA,NA
750862,0,24.7618312113191,26.6765544235618,108,80,40,34,1,34,1,34,1,334.580835260647,NA,NA
750863,0,21.9550632798434,23.3179000593587,64,21,3,34,1,34,1,17,0.5,197.272377935875,NA,NA
750864,0,20.7918764669651,22.3475367454695,43,8,1,34,1,28,0.823529411764706,2,0.0588235294117647,128.395613245314,NA,NA
750865,0,20.4266673282428,21.8470046271397,32,4,0,34,1,26,0.764705882352941,0,0,129.494130749368,NA,NA
750866,0,21.1081357948915,22.5011151026051,44,8,1,34,1,31,0.911764705882353,6,0.176470588235294,175.776522208085,NA,NA
750867,0,21.5510456827482,22.8911249662827,53,14,3,34,1,33,0.970588235294118,9,0.264705882352941,188.722290000323,NA,NA
750868,0,21.3939328889959,22.7315972795731,49,11,2,34,1,32,0.941176470588235,6,0.176470588235294,158.759854411559,NA,NA
750869,0,25.2295680200009,27.1794065697294,116,90,53,34,1,34,1,34,1,400.133200072678,NA,NA
750870,0,22.9807737041542,24.3090067015394,84,43,8,34,1,34,1,30,0.882352941176471,197.609467589147,NA,NA
750871,0,21.5210328971412,23.632522885005,64,14,2,34,1,34,1,10,0.294117647058824,135.356650147253,NA,NA
750872,0,19.2433435264618,20.6381275823752,10,1,0,32,0.941176470588235,8,0.235294117647059,0,0,174.74027452882,NA,NA
750873,0,20.8584786846784,22.2838988707011,40,7,1,34,1,29,0.852941176470588,3,0.0882352941176471,163.016659837233,NA,NA
750874,0,20.4175370763703,21.9137016661558,28,4,0,34,1,24,0.705882352941177,0,0,145.927298410776,NA,NA
750875,0,20.2630105109532,21.5468057877793,29,4,0,34,1,22,0.647058823529412,0,0,135.366212961197,NA,NA
750876,0,22.9180053061599,24.2791732262979,83,44,7,34,1,34,1,29,0.852941176470588,151.211230271479,NA,NA
750877,0,22.3157138140952,23.6164428164231,70,28,4,34,1,34,1,22,0.647058823529412,212.170204249295,NA,NA
750878,0,26.1991423795031,27.5159472673823,126,100,68,34,1,34,1,34,1,545.949346142476,NA,NA
750879,0,20.7280762384802,22.0275828586309,38,5,1,34,1,28,0.823529411764706,1,0.0294117647058824,132.552693126238,NA,NA
750880,0,21.2366555395055,22.8290216603203,47,10,1,34,1,32,0.941176470588235,7,0.205882352941176,112.614353851458,NA,NA
750881,0,27.5839721749973,29.5200435009189,142,119,95,34,1,34,1,34,1,617.00349329228,NA,NA
750882,0,22.0706824629662,23.3917139956291,72,26,4,34,1,34,1,18,0.529411764705882,304.753018606741,NA,NA
750883,0,34.7720494007145,36.1129524579648,208,194,179,34,1,34,1,34,1,1430.35738108287,NA,NA
750884,0,19.4274022023161,20.7795351819441,12,2,0,33,0.970588235294118,8,0.235294117647059,0,0,145.62153092295,NA,NA
750885,0,21.1443655423474,22.4624404503546,46,9,1,34,1,31,0.911764705882353,5,0.147058823529412,141.352841815515,NA,NA
750886,0,23.7383072818459,25.092357946703,96,60,16,34,1,34,1,34,1,231.908936697881,NA,NA
750887,0,34.4359098990688,35.7556038874679,205,188,172,34,1,34,1,34,1,1175.97036591222,NA,NA
750888,0,20.764563545194,22.1708106196266,38,7,1,34,1,29,0.852941176470588,1,0.0294117647058824,129.629951760435,NA,NA
750890,0,34.9999418983408,36.190682633514,209,195,180,34,1,34,1,34,1,1411.2983447541,NA,NA
750891,0,20.5636307771282,21.8646178698174,34,5,0,34,1,25,0.735294117647059,0,0,168.133886938277,NA,NA
750892,0,21.4898151797189,22.8869847701218,52,12,3,34,1,34,1,7,0.205882352941176,195.438398817468,NA,NA
750893,1354,35.6018278300304,37.4142658250675,1860,1756,1598,34,1,34,1,34,1,11513.5949887554,11.4639318941065,""
750894,0,22.7539083888471,24.6402310015405,80,38,5,34,1,34,1,30,0.882352941176471,157.541297133178,NA,NA
750895,0,19.7190535335137,21.2886476286168,14,3,0,34,1,12,0.352941176470588,0,0,168.691347748138,NA,NA
750896,0,25.0427911843586,26.8806394759164,110,82,44,34,1,34,1,34,1,327.207068472748,NA,NA
750897,0,20.160114388079,21.5923624017914,22,4,0,34,1,19,0.558823529411765,0,0,153.690118574691,NA,NA
750898,0,21.2517424436729,22.870344563319,49,10,1,34,1,32,0.941176470588235,9,0.264705882352941,113.210425751729,NA,NA
750899,0,21.593808502532,23.2709146136939,56,14,2,34,1,34,1,11,0.323529411764706,106.814688262561,NA,NA
750900,0,24.1290686123736,25.9867620856718,100,68,23,34,1,34,1,34,1,256.368503424086,NA,NA
750903,0,20.2556186055995,21.7327521022273,26,4,0,34,1,20,0.588235294117647,0,0,202.428660884713,NA,NA
750904,0,28.8632246782293,30.0318180849227,154,135,110,34,1,34,1,34,1,769.519516310457,NA,NA
750905,0,20.6409318699443,22.6074493842342,41,8,2,34,1,24,0.705882352941177,1,0.0294117647058824,99.8876214226933,NA,NA
750906,0,23.9390347283247,25.9592930902581,99,68,20,34,1,34,1,34,1,282.357856890589,NA,NA
750907,0,21.6949277365354,23.7365554516433,65,17,2,34,1,34,1,11,0.323529411764706,129.467817317003,NA,NA
750908,0,21.6297765483799,23.749513639121,64,16,2,34,1,34,1,11,0.323529411764706,132.839445732247,NA,NA
750909,0,21.6530694094934,23.7445318331467,65,16,2,34,1,34,1,12,0.352941176470588,139.981886605328,NA,NA
750911,0,23.7462829874352,25.63282830147,94,62,17,34,1,34,1,34,1,218.689423516652,NA,NA
750914,0,23.2816230235292,24.5893103267063,91,52,12,34,1,34,1,32,0.941176470588235,186.853659254051,NA,NA
750915,0,23.5956751103775,25.1202702683126,98,63,18,34,1,34,1,34,1,203.745587739588,NA,NA
750916,0,28.7482427747342,30.3165926794712,158,136,111,34,1,34,1,34,1,652.310797756882,NA,NA
